id,text,pos
2415,bystrost,N
2416,bystrý,A
2417,bytař,N
2418,bytelný,A
2419,bytná,N
2420,bytost,N
2421,bytostný,A
2422,bytostně,D
2423,bytovka,N
2424,bytový,A
2425,byznys,N
2426,byznysmen,N
2427,bzučení,N
2428,bzučet,V
2429,bába,N
2430,bábinka,N
2431,bábovička,N
2432,bábovka,N
2433,báchorka,N
2434,bádat,V
2435,bádání,N
2436,bágl,N
2437,báje,N
2438,báječně,D
2439,bájný,A
2440,bárka,N
2441,báseň,N
2442,básnický,A
2443,básnictví,N
2444,básnivý,A
2445,básnička,N
2446,básník,N
2447,básnířka,N
2448,báze,N
2449,bércový,A
2450,bérec,N
2451,béčko,N
2452,béčkový,A
2453,béžový,A
2454,bída,N
2455,bídný,A
2456,bídně,D
2457,bídák,N
2458,bílek,N
2459,bílkovina,N
2460,bílkový,A
2461,bóje,N
2462,bójka,N
2463,býložravec,N
2464,býložravý,A
2465,bývalka,N
2466,bývalý,A
2467,bývat,V
2468,bývávat,V
2469,býčí,A
2470,běda,N
2471,běhat,V
2472,během,R
2473,běhoun,N
2474,běhání,N
2475,bělat,V
2476,bělavý,A
2477,bělení,N
2478,bělicí,A
2479,bělidlo,N
2480,bělit,V
2481,běloba,N
2482,běloch,N
2483,bělost,N
2484,bělostný,A
2485,bělouš,N
2486,bělásek,N
2487,běsnit,V
2488,běsnící,A
2489,běsnění,N
2490,běžec,N
2491,běžecky,D
2492,běženec,N
2493,běžet,V
2494,běžka,N
2495,běžkař,N
2496,běžkařský,A
2497,běžkování,N
2498,běžkyně,N
2499,běžný,A
2500,běžící,A
2501,břeh,N
2502,břehový,A
2503,břemeno,N
2504,břevno,N
2505,březen,N
2506,březina,N
2507,břečka,N
2508,břich,N
2509,břicho,N
2510,břidlice,N
2511,břidlicový,A
2512,břidličný,A
2513,břit,N
2514,břitový,A
2515,břišní,A
2516,břídil,N
2517,břímě,N
2518,bříza,N
2519,břízka,N
2520,bůvol,N
2521,bůvolí,A
2522,bůček,N
2523,bůžek,N
2524,cachtat,V
2525,candát,N
2526,capart,N
2527,cech,N
2528,cechovní,A
2529,cedník,N
2530,cedr,N
2531,cedrový,A
2532,cedule,N
2533,cedulka,N
2534,ceknout,V
2535,cela,N
2536,celebrita,N
2537,celek,N
2538,celer,N
2539,celerový,A
2540,celiak,N
2541,celiakie,N
2542,celibát,N
2543,celkem,D
2544,cello,N
2545,celnice,N
2546,celník,N
2547,celodenní,A
2548,celofán,N
2549,celoroční,A
2550,celostátní,A
2551,celoživotní,A
2552,celoživotně,D
2553,celulitida,N
2554,celý,A
2555,cement,N
2556,cementárna,N
2557,cementář,N
2558,cenina,N
2559,cenit,V
2560,cennost,N
2561,cenný,A
2562,cenově,D
2563,cent,N
2564,centr,N
2565,centralizace,N
2566,centralizovaný,A
2567,centralizovat,V
2568,centrifuga,N
2569,centrum,N
2570,centrála,N
2571,centrální,A
2572,centrálně,D
2573,cenzor,N
2574,cenzura,N
2575,cenzurní,A
2576,cenzurovaný,A
2577,cenzurovat,V
2578,ceník,N
2579,ceníkový,A
2580,ceněný,A
2581,cepovat,V
2582,cepín,N
2583,ceremonie,N
2584,ceremoniál,N
2585,ceremoniální,A
2586,ceremoniář,N
2587,cereálie,N
2588,certifikace,N
2589,certifikační,A
2590,certifikovaný,A
2591,certifikovat,V
2592,certifikát,N
2593,cesta,N
2594,cestička,N
2595,cestopis,N
2596,cestopisný,A
2597,cestovat,V
2598,cestovatel,N
2599,cestovatelka,N
2600,cestovka,N
2601,cestovné,N
2602,cestující,N
2603,cestář,N
2604,cesťák,N
2605,cetka,N
2606,chabý,A
2607,chabě,D
2608,chaloupka,N
2609,chaluha,N
2610,chalupa,N
2611,chalupaření,N
2612,chalupník,N
2613,chalupář,N
2614,chalupářský,A
2615,chameleón,N
2616,chamtivost,N
2617,chamtivý,A
2618,chanuka,N
2619,chaos,N
2620,chaoticky,D
2621,chaotický,A
2622,chapadlo,N
2623,charakter,N
2624,charakteristický,A
2625,charakteristika,N
2626,charakterový,A
2627,charisma,N
2628,charita,N
2629,charitativní,A
2630,charitní,A
2631,charizmatický,A
2632,charta,N
2633,chasa,N
2634,chasník,N
2635,chat,N
2636,chata,N
2637,chatař,N
2638,chatařský,A
2639,chatka,N
2640,chatování,N
2641,chatový,A
2642,chatrč,N
2643,chcíplý,A
2644,chcípnout,V
2645,chechtat,V
2646,chemicky,D
2647,chemie,N
2648,chemikálie,N
2649,chemička,N
2650,chemoterapie,N
2651,chiméra,N
2652,chirurg,N
2653,chirurgicky,D
2654,chirurgie,N
2655,chlad,N
2656,chladicí,A
2657,chladit,V
2658,chladivo,N
2659,chladič,N
2660,chladnička,N
2661,chladno,N
2662,chladnokrevnost,N
2663,chladnout,V
2664,chladnutí,N
2665,chladný,A
2666,chladně,D
2667,chladový,A
2668,chladící,A
2669,chlamydie,N
2670,chlap,N
2671,chlapec,N
2672,chlapecký,A
2673,chlapeček,N
2674,chlapský,A
2675,chlazený,A
2676,chlebodárce,N
2677,chlebový,A
2678,chlebíček,N
2679,chlopeň,N
2680,chlorid,N
2681,chlorofyl,N
2682,chlorovodíkový,A
2683,chlouba,N
2684,chloupek,N
2685,chlubení,N
2686,chlubit,V
2687,chlup,N
2688,chlupáč,N
2689,chlácholit,V
2690,chléb,N
2691,chlév,N
2692,chlípník,N
2693,chlípný,A
2694,chlívek,N
2695,chlór,N
2696,chlórový,A
2697,chmel,N
2698,chmelař,N
2699,chmelařský,A
2700,chmelařství,N
2701,chmelnice,N
2702,chmelový,A
2703,chmura,N
2704,chmurný,A
2705,chmurně,D
2706,chmýří,N
2707,chobot,N
2708,chobotnice,N
2709,chobotnička,N
2710,chocholouš,N
2711,chod,N
2712,chodba,N
2713,chodec,N
2714,chodit,V
2715,chodkyně,N
2716,chodník,N
2717,chodníkový,A
2718,chodníček,N
2719,chodítko,N
2720,chodívat,V
2721,cholera,N
2722,cholerický,A
2723,cholesterol,N
2724,chomáč,N
2725,chomáček,N
2726,choreograf,N
2727,choreografický,A
2728,choreografie,N
2729,choroba,N
2730,chorobný,A
2731,chorobopis,N
2732,choroboplodný,A
2733,choroš,N
2734,choulit,V
2735,choutka,N
2736,chov,N
2737,chovající,A
2738,chovanka,N
2739,chovat,V
2740,chovatel,N
2741,chovatelka,N
2742,chování,N
2743,chození,N
2744,choť,N
2745,chrabrost,N
2746,chrabrý,A
2747,chraplák,N
2748,chrapot,N
2749,chrastítko,N
2750,chrlení,N
2751,chrlič,N
2752,chrlit,V
2753,chrlící,A
2754,chrom,N
2755,chromovaný,A
2756,chromozom,N
2757,chromý,A
2758,chronicky,D
2759,chronologicky,D
2760,chronologický,A
2761,chronometr,N
2762,chroptět,V
2763,chroupat,V
2764,chroust,N
2765,chrpa,N
2766,chrt,N
2767,chrup,N
2768,chrupavka,N
2769,chryzantéma,N
2770,chrám,N
2771,chrámový,A
2772,chránit,V
2773,chránič,N
2774,chránící,A
2775,chráněnec,N
2776,chráněný,A
2777,chrápání,N
2778,chrápat,V
2779,chrást,N
2780,chtivý,A
2781,chtít,V
2782,chtíč,N
2783,chuchvalec,N
2784,chudinka,N
2785,chudičký,A
2786,chudnout,V
2787,chudobinec,N
2788,chudobný,A
2789,chudák,N
2790,chudáček,N
2791,chudý,A
2792,chumelenice,N
2793,chumelit,V
2794,chuml,N
2795,chundelatý,A
2796,churavějící,A
2797,churavět,V
2798,chutnat,V
2799,chutný,A
2800,chuďas,N
2801,chuť,N
2802,chuťovka,N
2803,chuťový,A
2804,chvalozpěv,N
2805,chvatně,D
2806,chvilinka,N
2807,chvilička,N
2808,chvilka,N
2809,chvilkový,A
2810,chvojí,N
2811,chvost,N
2812,chvála,N
2813,chválený,A
2814,chválit,V
2815,chvályhodný,A
2816,chvátat,V
2817,chvíle,N
2818,chvějící,A
2819,chvění,N
2820,chyba,N
2821,chybit,V
2822,chybička,N
2823,chybka,N
2824,chybovost,N
2825,chybový,A
2826,chybějící,A
2827,chybět,V
2828,chycení,N
2829,chycený,A
2830,chystající,A
2831,chystání,N
2832,chystat,V
2833,chyt,N
2834,chytající,A
2835,chytat,V
2836,chytit,V
2837,chytnout,V
2838,chytrák,N
2839,chytráček,N
2840,chytrý,A
2841,chytání,N
2842,chytře,D
2843,chápající,A
2844,chápaný,A
2845,chápat,V
2846,chápavý,A
2847,chápavě,D
2848,chátrat,V
2849,chátrání,N
2850,chýlit,V
2851,chýše,N
2852,chňapka,N
2853,chňapnout,V
2854,chřadnoucí,A
2855,chřadnout,V
2856,chřest,N
2857,chřestový,A
2858,chřestýš,N
2859,chřipka,N
2860,chřipkový,A
2861,chřtán,N
2862,chřípí,N
2863,chůva,N
2864,chůvička,N
2865,chůze,N
2866,cibule,N
2867,cibulka,N
2868,cibulovina,N
2869,cibulový,A
2870,cibulák,N
2871,cider,N
2872,ciferník,N
2873,cifra,N
2874,cigareta,N
2875,cigaretka,N
2876,cigáro,N
2877,cihelna,N
2878,cihelný,A
2879,cihla,N
2880,cihlička,N
2881,cihlový,A
2882,cihlově,D
2883,cikáda,N
2884,cimbalista,N
2885,cimbalistka,N
2886,cimbuří,N
2887,cimbál,N
2888,cimbálovka,N
2889,cimbálový,A
2890,cimra,N
2891,cink,N
2892,cinkat,V
2893,cinknout,V
2894,cinkot,N
2895,cinkání,N
2896,cirkulace,N
2897,cirkulační,A
2898,cirkulovat,V
2899,cirkulující,A
2900,cirkulárka,N
2901,cirkus,N
2902,cirkusák,N
2903,cisterna,N
2904,cisternový,A
2905,citace,N
2906,citadela,N
2907,citelný,A
2908,citelně,D
2909,citický,A
2910,citlivka,N
2911,citlivý,A
2912,citlivě,D
2913,citoslovce,N
2914,citovaný,A
2915,citovat,V
2916,citovost,N
2917,citový,A
2918,citově,D
2919,citron,N
2920,citrónový,A
2921,citát,N
2922,civil,N
2923,civilista,N
2924,civilizace,N
2925,civilizační,A
2926,civilní,A
2927,cizina,N
2928,cizinecký,A
2929,cizinec,N
2930,cizinka,N
2931,cizojazyčný,A
2932,cizokrajný,A
2933,cizopasník,N
2934,cizorodý,A
2935,cizrna,N
2936,cizák,N
2937,cizí,A
2938,clona,N
2939,cloudový,A
2940,cloumat,V
2941,cokoli,P
2942,copánek,N
2943,coul,N
2944,couvající,A
2945,couvat,V
2946,couvnout,V
2947,couvání,N
2948,ctnost,N
2949,ctít,V
2950,cudnost,N
2951,cudný,A
2952,cudně,D
2953,cukat,V
2954,cukernatost,N
2955,cukerní,A
2956,cukerný,A
2957,cuketa,N
2958,cuketový,A
2959,cuknout,V
2960,cukr,N
2961,cukrařina,N
2962,cukrovar,N
2963,cukrovinka,N
2964,cukrovka,N
2965,cukrovkář,N
2966,cukroví,N
2967,cukrárna,N
2968,cukrátko,N
2969,cukrář,N
2970,cukrářství,N
2971,cukrářka,N
2972,cukání,N
2973,cukřenka,N
2974,curling,N
2975,cvak,I
2976,cvaknout,V
2977,cvakat,V
2978,cvakání,N
2979,cval,N
2980,cvalový,A
2981,cvalík,N
2982,cvik,N
2983,cvičební,A
2984,cvičenec,N
2985,cvičenka,N
2986,cvičený,A
2987,cvičit,V
2988,cvičitel,N
2989,cvičitelka,N
2990,cvičiště,N
2991,cvička,N
2992,cvičný,A
2993,cvičák,N
2994,cvoček,N
2995,cvrkot,N
2996,cvrnkání,N
2997,cvrček,N
2998,cválat,V
2999,cyklicky,D
3000,cyklista,N
3001,cyklistka,N
3002,cyklobus,N
3003,cyklon,N
3004,cyklopruh,N
3005,cyklostezka,N
3006,cyklotrasa,N
3007,cykloturistika,N
3008,cyklus,N
3009,cylindr,N
3010,cylindrický,A
3011,cynicky,D
3012,cynik,N
3013,cynismus,N
3014,cypřiš,N
3015,cysta,N
3016,cystický,A
3017,céva,N
3018,cévka,N
3019,cévní,A
3020,cílení,N
3021,cílený,A
3022,cíleně,D
3023,cílevědomost,N
3024,cílevědomý,A
3025,cílevědomě,D
3026,cílit,V
3027,cílový,A
3028,cínový,A
3029,církev,N
3030,církevní,A
3031,císař,N
3032,císařovna,N
3033,císařství,N
3034,cívka,N
3035,dabing,N
3036,dabovat,V
3037,daleko,D
3038,dalekohled,N
3039,dalekozrakost,N
3040,daleký,A
3041,dalmatin,N
3042,další,A
3043,danit,V
3044,danost,N
3045,daný,A
3046,dančí,A
3047,daně,N
3048,daněk,N
3049,darebák,N
3050,darovací,A
3051,darovat,V
3052,data,N
3053,databanka,N
3054,databáze,N
3055,datacentrum,N
3056,datel,N
3057,datle,N
3058,datlový,A
3059,datovaný,A
3060,datování,N
3061,datovat,V
3062,datový,A
3063,datum,N
3064,daňový,A
3065,daňově,D
3066,dařit,V
3067,dbalý,A
3068,dbát,V
3069,dcera,N
3070,dcerka,N
3071,dceruška,N
3072,dceřiný,A
3073,deaktivovat,V
3074,debakl,N
3075,debata,N
3076,debatní,A
3077,debatér,N
3078,debetní,A
3079,debut,N
3080,debutant,N
3081,debutantka,N
3082,debutovat,V
3083,debutový,A
3084,debutující,A
3085,decentní,A
3086,decentně,D
3087,dech,N
3088,dechberoucí,A
3089,dechovka,N
3090,decibel,N
3091,decilitr,N
3092,decimovat,V
3093,defekt,N
3094,defektní,A
3095,defenestrace,N
3096,defenziva,N
3097,defenzivní,A
3098,defibrilátor,N
3099,deficit,N
3100,defilé,N
3101,definice,N
3102,definitiva,N
3103,definitivně,D
3104,definitivní,A
3105,definovaný,A
3106,definovat,V
3107,definovatelný,A
3108,definování,N
3109,definující,A
3110,deflace,N
3111,deflační,A
3112,deformace,N
3113,deformační,A
3114,deformita,N
3115,deformovaný,A
3116,defraudace,N
3117,degenerace,N
3118,degenerativní,A
3119,degenerovat,V
3120,degradace,N
3121,degustace,N
3122,degustátor,N
3123,dehet,N
3124,dehonestace,N
3125,dehonestovat,V
3126,dehtový,A
3127,dehydratace,N
3128,dehydratovaný,A
3129,dehydrovaný,A
3130,deka,N
3131,dekadence,N
3132,dekagram,N
3133,deklarace,N
3134,deklarovaný,A
3135,deklarovat,V
3136,deklasovat,V
3137,dekodér,N
3138,dekolt,N
3139,dekonstrukce,N
3140,dekor,N
3141,dekorace,N
3142,dekorativní,A
3143,dekorační,A
3144,dekorovat,V
3145,dekorování,N
3146,dekret,N
3147,dekáda,N
3148,delegace,N
3149,delegovat,V
3150,delegování,N
3151,delegát,N
3152,delfín,N
3153,delikatesa,N
3154,delikt,N
3155,delikvent,N
3156,delikátní,A
3157,delta,N
3158,dementovat,V
3159,demise,N
3160,demižon,N
3161,demo,N
3162,demograf,N
3163,demografický,A
3164,demografie,N
3165,demokracie,N
3166,demokrat,N
3167,demokraticky,D
3168,demokratičnost,N
3169,demokratka,N
3170,demolice,N
3171,demoliční,A
3172,demolovat,V
3173,demonstrace,N
3174,demonstrant,N
3175,demonstrativní,A
3176,demonstrovat,V
3177,demonstrující,A
3178,demontovaný,A
3179,demontovat,V
3180,demontáž,N
3181,demotivovat,V
3182,denominace,N
3183,dentální,A
3184,denár,N
3185,deník,N
3186,deníkový,A
3187,deníček,N
3188,deodorant,N
3189,depeše,N
3190,deponovat,V
3191,deportace,N
3192,depot,N
3193,depozit,N
3194,depozitní,A
3195,depozitum,N
3196,deprese,N
3197,depresivní,A
3198,depresivně,D
3199,deprimovaný,A
3200,deprimovat,V
3201,deprivace,N
3202,deratizace,N
3203,deratizační,A
3204,deratizátor,N
3205,deratizér,N
3206,deregulace,N
3207,derivace,N
3208,derivát,N
3209,derivátový,A
3210,dermatitida,N
3211,dermatolog,N
3212,dermatologický,A
3213,dermatologie,N
3214,dermatoložka,N
3215,derniéra,N
3216,desatero,N
3217,desetník,N
3218,desinfekce,N
3219,desinfekční,A
3220,deska,N
3221,deskový,A
3222,deskriptivní,A
3223,despekt,N
3224,despota,N
3225,destabilizace,N
3226,destabilizovat,V
3227,destilace,N
3228,destilační,A
3229,destilovat,V
3230,destilát,N
3231,destinace,N
3232,destinační,A
3233,destička,N
3234,destrukce,N
3235,destrukční,A
3236,desátek,N
3237,desátník,N
3238,detail,N
3239,detailní,A
3240,detailně,D
3241,detašovaný,A
3242,detekce,N
3243,detektiv,N
3244,detektivka,N
3245,detektor,N
3246,detekovat,V
3247,detekční,A
3248,detence,N
3249,detenční,A
3250,detonace,N
3251,detoxikace,N
3252,devalvace,N
3253,devalvovat,V
3254,devastace,N
3255,devastovaný,A
3256,devastující,A
3257,development,N
3258,deviace,N
3259,deviza,N
3260,dezerce,N
3261,dezert,N
3262,dezertovat,V
3263,dezertér,N
3264,deziluze,N
3265,dezinfekce,N
3266,dezinfekční,A
3267,dezinformace,N
3268,dezorientace,N
3269,dezén,N
3270,deštivo,D
3271,deštivý,A
3272,deštník,N
3273,deštný,A
3274,deštík,N
3275,dešťový,A
3276,diabetes,N
3277,diabetický,A
3278,diabetik,N
3279,diabetička,N
3280,diabetologie,N
3281,diagnostický,A
3282,diagnostik,N
3283,diagnostika,N
3284,diagnostikovat,V
3285,diagnóza,N
3286,diagonála,N
3287,diagonální,A
3288,diagram,N
3289,diakonie,N
3290,diakritika,N
3291,dialekt,N
3292,dialog,N
3293,dialogový,A
3294,dialýza,N
3295,diamant,N
3296,diamantový,A
3297,diametrální,A
3298,diametrálně,D
3299,diapozitiv,N
3300,diaspora,N
3301,didaktický,A
3302,didaktika,N
3303,diecéze,N
3304,diecézní,A
3305,dieta,N
3306,dietní,A
3307,dietolog,N
3308,dietoložka,N
3309,diference,N
3310,diferenciál,N
3311,diferenciální,A
3312,diferencovaný,A
3313,diferenční,A
3314,difuze,N
3315,difuzér,N
3316,digitalizovat,V
3317,digitalizovaný,A
3318,digitál,N
3319,digitální,A
3320,dikobraz,N
3321,diktafon,N
3322,diktovaný,A
3323,diktovat,V
3324,diktát,N
3325,diktátor,N
3326,diktátorský,A
3327,dilatace,N
3328,dilatační,A
3329,dilema,N
3330,diletant,N
3331,dimenze,N
3332,dimenzování,N
3333,dingo,N
3334,dinosaurus,N
3335,dinár,N
3336,dioda,N
3337,diodový,A
3338,dioptrický,A
3339,dioptrie,N
3340,diorama,N
3341,dioxin,N
3342,diplom,N
3343,diplomat,N
3344,diplomaticky,D
3345,diplomatický,A
3346,diplomatka,N
3347,diplomka,N
3348,diplomovaný,A
3349,diplomový,A
3350,direkt,N
3351,direktiva,N
3352,direktoriát,N
3353,dirigent,N
3354,dirigentský,A
3355,dirigovaný,A
3356,dirigování,N
3357,dirigovat,A
3358,discgolf,N
3359,disciplinární,A
3360,disciplína,N
3361,disco,N
3362,disident,N
3363,disidentka,N
3364,disk,N
3365,diskař,N
3366,diskařka,N
3367,diskařský,A
3368,disketa,N
3369,disko,N
3370,diskontní,A
3371,diskotéka,N
3372,diskový,A
3373,diskreditace,N
3374,diskriminace,N
3375,diskriminační,A
3376,diskrétnost,N
3377,diskrétně,D
3378,diskurz,N
3379,diskuse,N
3380,diskutovat,V
3381,diskutující,A
3382,diskutér,N
3383,diskuze,N
3384,diskvalifikace,N
3385,diskvalifikovat,V
3386,diskžokej,N
3387,dislokace,N
3388,dislokovaný,A
3389,dislokovat,V
3390,disperzní,A
3391,dispečer,N
3392,dispečerka,N
3393,dispečerský,A
3394,dispečink,N
3395,displej,N
3396,disponovat,V
3397,disponující,A
3398,dispozice,N
3399,dispoziční,A
3400,dispozičně,D
3401,disproporce,N
3402,distanc,N
3403,distance,N
3404,distancovat,V
3405,distanční,A
3406,distingovaný,A
3407,distribuce,N
3408,distribuovat,V
3409,distributor,N
3410,distrikt,N
3411,diva,N
3412,divadelnictví,N
3413,divadelník,N
3414,divadlo,N
3415,divadýlko,N
3416,divan,N
3417,divačka,N
3418,diverzní,A
3419,dividenda,N
3420,divit,V
3421,divize,N
3422,divizionář,N
3423,divizna,N
3424,divný,A
3425,divoce,D
3426,divoch,N
3427,divokost,N
3428,divoká,N
3429,divoký,A
3430,divočina,N
3431,divočák,N
3432,divoška,N
3433,divoženka,N
3434,divácký,A
3435,divák,N
3436,diář,N
3437,dlabání,N
3438,dlabat,V
3439,dlaha,N
3440,dlaň,N
3441,dlažba,N
3442,dlaždice,N
3443,dlaždič,N
3444,dlaždička,N
3445,dlažební,A
3446,dloubat,N
3447,dloubnout,V
3448,dlouho,D
3449,dlouhodobý,A
3450,dlouhodobě,D
3451,dlouholetý,A
3452,dlouhosrstý,A
3453,dlouhověkost,N
3454,dlouhověký,A
3455,dlouze,D
3456,dluh,N
3457,dluhopis,N
3458,dluhopisový,A
3459,dluhový,A
3460,dlužit,V
3461,dlužník,N
3462,dlužný,A
3463,dláždit,V
3464,dlážděný,A
3465,dlážka,N
3466,dlít,V
3467,dnes,D
3468,dneska,D
3469,dnešek,N
3470,dnešní,A
3471,doba,N
3472,dobelhat,V
3473,dobojovat,V
3474,dobrat,V
3475,dobrman,N
3476,dobro,N
3477,dobrodinec,N
3478,dobrodiní,N
3479,dobrodruh,N
3480,dobrodružně,D
3481,dobrodružství,N
3482,dobroděj,N
3483,dobromysl,N
3484,dobromyslný,A
3485,dobrosrdečný,A
3486,dobrota,N
3487,dobrovolnice,N
3488,dobrovolnický,A
3489,dobrovolnictví,N
3490,dobrovolnost,N
3491,dobrovolník,N
3492,dobrovolně,D
3493,dobročinný,A
3494,dobročinnost,N
3495,dobrzdit,V
3496,dobrá,N
3497,dobrák,N
3498,dobrý,A
3499,dobrůtka,N
3500,dobudovat,V
3501,dobudování,N
3502,dobytek,N
3503,dobytý,A
3504,dobytče,N
3505,dobytčí,A
3506,dobyvatel,N
3507,dobíhající,A
3508,dobíhat,V
3509,dobíjecí,A
3510,dobíjení,N
3511,dobíjet,V
3512,dobírat,V
3513,dobírka,N
3514,dobít,V
3515,dobýt,V
3516,dobývací,A
3517,dobývat,V
3518,dobývání,N
3519,doběh,N
3520,doběhnout,V
3521,doběhnutí,N
3522,dobře,D
3523,docela,D
3524,docenit,V
3525,docent,N
3526,docentka,N
3527,dochovaný,A
3528,dochovat,V
3529,dochucení,N
3530,dochucovadlo,N
3531,dochutit,V
3532,dochuť,N
3533,dochvilnost,N
3534,dochvilný,A
3535,dochytat,V
3536,docházení,N
3537,docházet,V
3538,docházka,N
3539,docházkový,A
3540,docvaknout,V
3541,docílení,N
3542,docílit,V
3543,dodací,A
3544,dodaný,A
3545,dodat,V
3546,dodatek,N
3547,dodatečný,A
3548,dodatečně,D
3549,dodatkový,A
3550,dodavatel,N
3551,dodavatelský,A
3552,dodnes,D
3553,dodo,N
3554,dodržení,N
3555,dodržený,A
3556,dodržet,V
3557,dodržovaný,A
3558,dodržovat,V
3559,dodržování,N
3560,dodržující,A
3561,dodání,N
3562,dodávající,A
3563,dodávaný,A
3564,dodávat,V
3565,dodávka,N
3566,dodávkový,A
3567,dodávání,N
3568,dodělaný,A
3569,dodělat,V
3570,dodělávka,N
3571,dogma,N
3572,dogmatický,A
3573,dohad,N
3574,dohadovací,A
3575,dohadovat,V
3576,dohadování,N
3577,dohasit,V
3578,dohašovat,V
3579,dohašování,N
3580,dohled,N
3581,dohledat,V
3582,dohledatelný,A
3583,dohledný,A
3584,dohledový,A
3585,dohledávání,N
3586,dohlédnout,V
3587,dohlížecí,A
3588,dohlížet,V
3589,dohnat,V
3590,dohoda,N
3591,dohodnout,V
3592,dohodnutí,N
3593,dohodnutý,A
3594,dohonit,V
3595,dohra,N
3596,dohraný,A
3597,dohromady,D
3598,dohrání,N
3599,dohrát,V
3600,dohrávaný,A
3601,dohrávat,V
3602,dohrávka,N
3603,dohánění,N
3604,dohánět,V
3605,dojatý,A
3606,dojednaný,A
3607,dojednání,N
3608,dojednávat,V
3609,dojem,N
3610,dojemně,D
3611,dojemný,A
3612,dojení,N
3613,dojený,A
3614,dojet,V
3615,dojetí,N
3616,dojezd,N
3617,dojezdový,A
3618,dojicí,A
3619,dojit,V
3620,dojnice,N
3621,dojímat,V
3622,dojírna,N
3623,dojíst,V
3624,dokazovat,V
3625,dokazování,N
3626,doklad,N
3627,doklepnout,V
3628,doklepávat,V
3629,doklopýtat,V
3630,dokládat,V
3631,dokola,D
3632,dokonale,D
3633,dokonalost,N
3634,dokonalý,A
3635,dokonaný,A
3636,dokonání,N
3637,dokonat,V
3638,dokončení,N
3639,dokončený,A
3640,dokončit,V
3641,dokončovací,A
3642,dokončovaný,A
3643,dokončování,N
3644,dokopat,V
3645,dokoupení,N
3646,dokoupit,V
3647,dokouřit,V
3648,dokovací,A
3649,dokořán,D
3650,dokreslení,N
3651,dokreslit,V
3652,dokrmovat,V
3653,dokráčet,V
3654,doktorand,N
3655,doktorandský,A
3656,doktorka,N
3657,doktorát,N
3658,doktrína,N
3659,dokud,J
3660,dokument,N
3661,dokumentace,N
3662,dokumentarista,N
3663,dokumentaristka,N
3664,dokumentační,A
3665,dokumentovaný,A
3666,dokumentování,N
3667,dokumentující,A
3668,dokumentární,A
3669,dokupovat,V
3670,dokázat,V
3671,doladit,V
3672,doladění,N
3673,dolar,N
3674,dole,D
3675,dolejší,A
3676,dolet,N
3677,doletět,V
3678,dolina,N
3679,dolní,A
3680,dolovat,V
3681,dolování,N
3682,doložení,N
3683,doložený,A
3684,doložit,V
3685,doložitelný,A
